epoch,ep_in_epoch,global_ep,agent,src_name,dst_name,astar_pred_min,astar_nom_min,astar_flood_min,sac_time_min,reached_by_policy,used_fallback,fallback_reason,policy_steps,total_steps,sac_reward
1,5,5,0,Jawahar Nagar,Pandurang Wadi,4.561413550750585,4.2691041606272755,9.8944684307574,11.981744841775116,0,1,stalled,32,59,249.03514554468626
1,5,5,1,Vibgyor High School,St Xaviers High School,4.846405680505715,4.498602738877432,10.121805449187269,13.285675134366128,0,1,cycle,8,47,144.92736407122882
1,5,5,2,Unnat Nagar,Nirlon Knowledge Park,6.921502154477021,6.455197135612261,7.564097853552394,9.684524994535021,0,1,deadend_in_subgraph,24,63,271.30093797706536
1,5,5,3,Goregaon East,Unnat Nagar,4.669579030134171,4.332778370384769,10.54092867419439,15.364207808109887,0,1,cycle,14,26,224.2427215659152
1,5,5,4,Pandurang Wadi,Motilal Nagar,5.5186192352046755,5.13612254068152,10.011638476867438,17.72725249978271,0,1,cycle,22,47,207.7511907574582
1,5,5,5,Royal Palms Estate,St Johns High School,12.837715154669844,11.90880261971093,29.22376144639272,29.591463713603602,1,0,,42,42,169.59071785519092
1,5,5,6,Nesco IT Park,Bangur Nagar,7.3461132187126434,6.859770098382777,12.689328334201075,18.82866147059868,0,1,deadend_in_subgraph,6,49,175.9876458139197
1,5,5,7,St Johns High School,Goregaon East,3.5925891687953757,3.3399808335185166,8.254296326354876,13.462099426990136,0,1,stalled,30,63,228.91910574031365
1,5,5,8,Lifeline Medicare Hospital,Vibgyor High School,3.772405423849153,3.5143485053914874,3.5926195312013305,3.902050516823602,1,0,,20,20,348.17709138663304
1,6,6,0,Jawahar Nagar,Pandurang Wadi,4.561413550750585,4.2691041606272755,9.8944684307574,13.688562560667185,0,1,deadend_in_subgraph,42,55,180.99131965227625
1,6,6,1,Vibgyor High School,St Xaviers High School,4.846405680505715,4.498602738877432,10.121805449187269,13.991221082109004,1,0,,63,63,190.42625517861836
1,6,6,2,Unnat Nagar,Nirlon Knowledge Park,6.921502154477021,6.455197135612261,7.564097853552394,8.686666430873613,0,1,cycle,21,49,251.12335228115418
1,6,6,3,Goregaon East,Unnat Nagar,4.669579030134171,4.332778370384769,10.54092867419439,14.793640973971055,0,1,cycle,12,24,233.57117987063742
1,6,6,4,Pandurang Wadi,Motilal Nagar,5.5186192352046755,5.13612254068152,10.011638476867438,14.79756073705538,1,0,,42,42,248.01660485962572
1,6,6,5,Royal Palms Estate,St Johns High School,12.837715154669844,11.90880261971093,29.22376144639272,28.411306703273258,0,1,cycle,31,45,125.33714914234658
1,6,6,6,Nesco IT Park,Bangur Nagar,7.3461132187126434,6.859770098382777,12.689328334201075,18.82866147059868,0,1,deadend_in_subgraph,6,49,175.9876458139197
1,6,6,7,St Johns High School,Goregaon East,3.5925891687953757,3.3399808335185166,8.254296326354876,14.316182355169923,0,1,stalled,30,77,177.00495206962134
1,6,6,8,Lifeline Medicare Hospital,Vibgyor High School,3.772405423849153,3.5143485053914874,3.5926195312013305,4.445008382720256,1,0,,23,23,345.1003204057665
1,7,7,0,Jawahar Nagar,Pandurang Wadi,4.561413550750585,4.2691041606272755,9.8944684307574,18.813848115640322,0,1,stalled,68,106,108.56577688585989
1,7,7,1,Vibgyor High School,St Xaviers High School,4.846405680505715,4.498602738877432,10.121805449187269,12.825567845627491,0,1,cycle,10,49,142.5867397065217
1,7,7,2,Unnat Nagar,Nirlon Knowledge Park,6.921502154477021,6.455197135612261,7.564097853552394,10.454580792309283,1,0,,61,61,268.45055880952873
1,7,7,3,Goregaon East,Unnat Nagar,4.669579030134171,4.332778370384769,10.54092867419439,16.615833438659834,0,1,cycle,16,28,206.7556741380452
1,7,7,4,Pandurang Wadi,Motilal Nagar,5.5186192352046755,5.13612254068152,10.011638476867438,15.62942773313711,1,0,,51,51,252.64178623321422
1,7,7,5,Royal Palms Estate,St Johns High School,12.837715154669844,11.90880261971093,29.22376144639272,28.411306703273258,0,1,cycle,31,45,125.33714914234658
1,7,7,6,Nesco IT Park,Bangur Nagar,7.3461132187126434,6.859770098382777,12.689328334201075,18.82866147059868,0,1,deadend_in_subgraph,6,49,175.9876458139197
1,7,7,7,St Johns High School,Goregaon East,3.5925891687953757,3.3399808335185166,8.254296326354876,9.735725243829078,0,1,cycle,19,45,182.34037695671432
1,7,7,8,Lifeline Medicare Hospital,Vibgyor High School,3.772405423849153,3.5143485053914874,3.5926195312013305,4.380402128404794,1,0,,33,33,334.0714442886147
1,8,8,0,Jawahar Nagar,Pandurang Wadi,4.561413550750585,4.2691041606272755,9.8944684307574,10.643685644051798,0,1,deadend_in_subgraph,30,43,232.98326446644865
1,8,8,1,Vibgyor High School,St Xaviers High School,4.846405680505715,4.498602738877432,10.121805449187269,9.324451204465449,0,1,deadend_in_subgraph,25,48,265.1966482373315
1,8,8,2,Unnat Nagar,Nirlon Knowledge Park,6.921502154477021,6.455197135612261,7.564097853552394,9.525057487621975,1,0,,61,61,297.02783435047945
1,8,8,3,Goregaon East,Unnat Nagar,4.669579030134171,4.332778370384769,10.54092867419439,14.901888093976721,0,1,cycle,12,23,233.54766671837325
1,8,8,4,Pandurang Wadi,Motilal Nagar,5.5186192352046755,5.13612254068152,10.011638476867438,16.096697495277155,0,1,cycle,8,40,184.96676136841378
1,8,8,5,Royal Palms Estate,St Johns High School,12.837715154669844,11.90880261971093,29.22376144639272,28.00742864381456,1,0,,41,41,168.45051839038848
1,8,8,6,Nesco IT Park,Bangur Nagar,7.3461132187126434,6.859770098382777,12.689328334201075,18.82866147059868,0,1,deadend_in_subgraph,6,49,175.9876458139197
1,8,8,7,St Johns High School,Goregaon East,3.5925891687953757,3.3399808335185166,8.254296326354876,11.682103707800222,0,1,stalled,30,56,178.4297899753312
1,8,8,8,Lifeline Medicare Hospital,Vibgyor High School,3.772405423849153,3.5143485053914874,3.5926195312013305,4.025223869953419,1,0,,21,21,347.8098651074375
1,9,9,0,Jawahar Nagar,Pandurang Wadi,4.561413550750585,4.2691041606272755,9.8944684307574,9.99317811654279,0,1,deadend_in_subgraph,24,37,238.3230857377765
1,9,9,1,Vibgyor High School,St Xaviers High School,4.846405680505715,4.498602738877432,10.121805449187269,12.209891120163041,0,1,stalled,53,70,148.19771622857306
1,9,9,2,Unnat Nagar,Nirlon Knowledge Park,6.921502154477021,6.455197135612261,7.564097853552394,16.069202602625232,0,1,stalled,60,87,224.924915403025
1,9,9,3,Goregaon East,Unnat Nagar,4.669579030134171,4.332778370384769,10.54092867419439,16.428460761543935,0,1,cycle,14,26,216.40159978721715
1,9,9,4,Pandurang Wadi,Motilal Nagar,5.5186192352046755,5.13612254068152,10.011638476867438,13.864348272746147,0,1,cycle,37,60,217.8335328339945
1,9,9,5,Royal Palms Estate,St Johns High School,12.837715154669844,11.90880261971093,29.22376144639272,30.40733215984783,0,1,cycle,33,43,107.09962639396824
1,9,9,6,Nesco IT Park,Bangur Nagar,7.3461132187126434,6.859770098382777,12.689328334201075,18.82866147059868,0,1,deadend_in_subgraph,6,49,175.9876458139197
1,9,9,7,St Johns High School,Goregaon East,3.5925891687953757,3.3399808335185166,8.254296326354876,11.645689123837942,0,1,stalled,30,57,187.77354630368467
1,9,9,8,Lifeline Medicare Hospital,Vibgyor High School,3.772405423849153,3.5143485053914874,3.5926195312013305,4.295074819178179,1,0,,30,30,336.75057909588946
1,10,10,0,Jawahar Nagar,Pandurang Wadi,4.561413550750585,4.2691041606272755,9.8944684307574,13.024935815001763,0,1,cycle,43,63,177.8233784612249
1,10,10,1,Vibgyor High School,St Xaviers High School,4.846405680505715,4.498602738877432,10.121805449187269,16.198409669937153,0,1,stalled,53,88,85.10357735889312
1,10,10,2,Unnat Nagar,Nirlon Knowledge Park,6.921502154477021,6.455197135612261,7.564097853552394,15.802145400543576,0,1,cycle,50,77,226.51368911481717
1,10,10,3,Goregaon East,Unnat Nagar,4.669579030134171,4.332778370384769,10.54092867419439,15.064794709078598,0,1,cycle,8,20,230.59778637612095
1,10,10,4,Pandurang Wadi,Motilal Nagar,5.5186192352046755,5.13612254068152,10.011638476867438,11.20351837292403,0,1,cycle,31,54,237.52654849391314
1,10,10,5,Royal Palms Estate,St Johns High School,12.837715154669844,11.90880261971093,29.22376144639272,30.40733215984783,0,1,cycle,33,43,107.09962639396824
1,10,10,6,Nesco IT Park,Bangur Nagar,7.3461132187126434,6.859770098382777,12.689328334201075,18.861816896646715,0,1,deadend_in_subgraph,8,51,168.88204012656104
1,10,10,7,St Johns High School,Goregaon East,3.5925891687953757,3.3399808335185166,8.254296326354876,11.853530228658327,0,1,stalled,30,60,175.9908474987544
1,10,10,8,Lifeline Medicare Hospital,Vibgyor High School,3.772405423849153,3.5143485053914874,3.5926195312013305,4.295074819178179,1,0,,30,30,336.75057909588946
1,11,11,0,Jawahar Nagar,Pandurang Wadi,4.561413550750585,4.2691041606272755,9.8944684307574,10.59612086939369,0,1,cycle,21,42,202.91255358061352
1,11,11,1,Vibgyor High School,St Xaviers High School,4.846405680505715,4.498602738877432,10.121805449187269,13.874618936307103,0,1,stalled,47,71,103.26578877777888
1,11,11,2,Unnat Nagar,Nirlon Knowledge Park,6.921502154477021,6.455197135612261,7.564097853552394,14.809642062988,0,1,stalled,57,78,235.95862408630052
1,11,11,3,Goregaon East,Unnat Nagar,4.669579030134171,4.332778370384769,10.54092867419439,11.414762735027514,1,0,,24,24,284.5147161758456
1,11,11,4,Pandurang Wadi,Motilal Nagar,5.5186192352046755,5.13612254068152,10.011638476867438,12.031889575726707,0,1,cycle,36,59,228.46299356967208
1,11,11,5,Royal Palms Estate,St Johns High School,12.837715154669844,11.90880261971093,29.22376144639272,31.401248365813967,0,1,cycle,38,52,91.95885705577038
1,11,11,6,Nesco IT Park,Bangur Nagar,7.3461132187126434,6.859770098382777,12.689328334201075,14.294603751207339,0,1,cycle,33,47,194.97538247933858
1,11,11,7,St Johns High School,Goregaon East,3.5925891687953757,3.3399808335185166,8.254296326354876,12.001516045164083,0,1,cycle,27,54,171.7568125559563
1,11,11,8,Lifeline Medicare Hospital,Vibgyor High School,3.772405423849153,3.5143485053914874,3.5926195312013305,4.305986052679369,1,0,,32,32,335.4059065282197
1,12,12,0,Jawahar Nagar,Pandurang Wadi,4.561413550750585,4.2691041606272755,9.8944684307574,10.96532957607463,0,1,cycle,27,47,204.94385920362396
1,12,12,1,Vibgyor High School,St Xaviers High School,4.846405680505715,4.498602738877432,10.121805449187269,19.11521214417144,0,1,stalled,61,93,67.81793466805527
1,12,12,2,Unnat Nagar,Nirlon Knowledge Park,6.921502154477021,6.455197135612261,7.564097853552394,8.02475856065892,0,1,cycle,39,56,267.9015311104478
1,12,12,3,Goregaon East,Unnat Nagar,4.669579030134171,4.332778370384769,10.54092867419439,15.635361543217426,0,1,cycle,10,22,221.26932807139866
1,12,12,4,Pandurang Wadi,Motilal Nagar,5.5186192352046755,5.13612254068152,10.011638476867438,12.780149324352639,1,0,,53,53,275.21081919061527
1,12,12,5,Royal Palms Estate,St Johns High School,12.837715154669844,11.90880261971093,29.22376144639272,31.264668594512425,0,1,cycle,37,48,98.61516833478711
1,12,12,6,Nesco IT Park,Bangur Nagar,7.3461132187126434,6.859770098382777,12.689328334201075,17.12045147728129,0,1,cycle,36,58,173.46794324875307
1,12,12,7,St Johns High School,Goregaon East,3.5925891687953757,3.3399808335185166,8.254296326354876,11.672928726995075,0,1,stalled,30,63,183.381702403383
1,12,12,8,Lifeline Medicare Hospital,Vibgyor High School,3.772405423849153,3.5143485053914874,3.5926195312013305,4.025223869953419,1,0,,21,21,347.8098651074375
1,13,13,0,Jawahar Nagar,Pandurang Wadi,4.561413550750585,4.2691041606272755,9.8944684307574,12.197429520126532,0,1,stalled,32,49,257.1245992019618
1,13,13,1,Vibgyor High School,St Xaviers High School,4.846405680505715,4.498602738877432,10.121805449187269,8.096847727780082,0,1,deadend_in_subgraph,23,46,285.95174659355996
1,13,13,2,Unnat Nagar,Nirlon Knowledge Park,6.921502154477021,6.455197135612261,7.564097853552394,7.959965171155715,1,0,,43,43,314.9880855039297
1,13,13,3,Goregaon East,Unnat Nagar,4.669579030134171,4.332778370384769,10.54092867419439,15.635361543217426,0,1,cycle,10,22,221.26932807139866
1,13,13,4,Pandurang Wadi,Motilal Nagar,5.5186192352046755,5.13612254068152,10.011638476867438,10.746573682503655,1,0,,41,41,304.4769139378566
1,13,13,5,Royal Palms Estate,St Johns High School,12.837715154669844,11.90880261971093,29.22376144639272,29.22376144639272,1,0,,32,32,146.73027908955368
1,13,13,6,Nesco IT Park,Bangur Nagar,7.3461132187126434,6.859770098382777,12.689328334201075,14.851864372659692,0,1,cycle,35,49,191.79052026682496
1,13,13,7,St Johns High School,Goregaon East,3.5925891687953757,3.3399808335185166,8.254296326354876,16.67277403437615,0,1,stalled,50,83,199.63437441603793
1,13,13,8,Lifeline Medicare Hospital,Vibgyor High School,3.772405423849153,3.5143485053914874,3.5926195312013305,3.7370279670377,1,0,,27,27,339.67549386189603
1,14,14,0,Jawahar Nagar,Pandurang Wadi,4.561413550750585,4.2691041606272755,9.8944684307574,18.29802887438728,0,1,stalled,52,95,110.66116293505615
1,14,14,1,Vibgyor High School,St Xaviers High School,4.846405680505715,4.498602738877432,10.121805449187269,8.304556437219697,1,0,,37,37,247.27434602396386
1,14,14,2,Unnat Nagar,Nirlon Knowledge Park,6.921502154477021,6.455197135612261,7.564097853552394,7.0336891341036,1,0,,41,41,321.90994445651563
1,14,14,3,Goregaon East,Unnat Nagar,4.669579030134171,4.332778370384769,10.54092867419439,10.540928674194392,1,0,,12,12,294.22928420233126
1,14,14,4,Pandurang Wadi,Motilal Nagar,5.5186192352046755,5.13612254068152,10.011638476867438,10.332665629977791,1,0,,39,39,305.48630550936934
1,14,14,5,Royal Palms Estate,St Johns High School,12.837715154669844,11.90880261971093,29.22376144639272,29.22376144639272,1,0,,32,32,146.73027908955368
1,14,14,6,Nesco IT Park,Bangur Nagar,7.3461132187126434,6.859770098382777,12.689328334201075,12.090881013294474,1,0,,37,37,261.66908068088344
1,14,14,7,St Johns High School,Goregaon East,3.5925891687953757,3.3399808335185166,8.254296326354876,8.94124410554993,1,0,,29,29,256.2218728681611
1,14,14,8,Lifeline Medicare Hospital,Vibgyor High School,3.772405423849153,3.5143485053914874,3.5926195312013305,3.7370279670377,1,0,,27,27,339.67549386189603
1,15,15,0,Jawahar Nagar,Pandurang Wadi,4.561413550750585,4.2691041606272755,9.8944684307574,12.7904296288019,0,1,stalled,32,58,250.28317815559313
1,15,15,1,Vibgyor High School,St Xaviers High School,4.846405680505715,4.498602738877432,10.121805449187269,8.303589620773277,1,0,,37,37,250.32027352139153
1,15,15,2,Unnat Nagar,Nirlon Knowledge Park,6.921502154477021,6.455197135612261,7.564097853552394,7.0336891341036,1,0,,41,41,321.90994445651563
1,15,15,3,Goregaon East,Unnat Nagar,4.669579030134171,4.332778370384769,10.54092867419439,10.540928674194392,1,0,,12,12,294.22928420233126
1,15,15,4,Pandurang Wadi,Motilal Nagar,5.5186192352046755,5.13612254068152,10.011638476867438,10.674184460736853,1,0,,36,36,265.5735874244635
1,15,15,5,Royal Palms Estate,St Johns High School,12.837715154669844,11.90880261971093,29.22376144639272,29.22376144639272,1,0,,32,32,146.73027908955368
1,15,15,6,Nesco IT Park,Bangur Nagar,7.3461132187126434,6.859770098382777,12.689328334201075,12.090881013294474,1,0,,37,37,261.66908068088344
1,15,15,7,St Johns High School,Goregaon East,3.5925891687953757,3.3399808335185166,8.254296326354876,10.53308307397793,0,1,cycle,18,45,195.23728820983746
1,15,15,8,Lifeline Medicare Hospital,Vibgyor High School,3.772405423849153,3.5143485053914874,3.5926195312013305,3.6138546139078835,1,0,,26,26,340.04272014109165
1,16,16,0,Jawahar Nagar,Pandurang Wadi,4.561413550750585,4.2691041606272755,9.8944684307574,14.852977754103666,0,1,stalled,32,62,172.10265957949983
1,16,16,1,Vibgyor High School,St Xaviers High School,4.846405680505715,4.498602738877432,10.121805449187269,9.997039645106037,1,0,,39,39,209.78945799870087
1,16,16,2,Unnat Nagar,Nirlon Knowledge Park,6.921502154477021,6.455197135612261,7.564097853552394,7.0336891341036,1,0,,41,41,321.90994445651563
1,16,16,3,Goregaon East,Unnat Nagar,4.669579030134171,4.332778370384769,10.54092867419439,10.540928674194392,1,0,,12,12,294.22928420233126
1,16,16,4,Pandurang Wadi,Motilal Nagar,5.5186192352046755,5.13612254068152,10.011638476867438,10.674184460736853,1,0,,36,36,265.5735874244635
1,16,16,5,Royal Palms Estate,St Johns High School,12.837715154669844,11.90880261971093,29.22376144639272,29.22376144639272,1,0,,32,32,146.73027908955368
1,16,16,6,Nesco IT Park,Bangur Nagar,7.3461132187126434,6.859770098382777,12.689328334201075,18.089581226800053,0,1,cycle,60,76,199.36576322479124
1,16,16,7,St Johns High School,Goregaon East,3.5925891687953757,3.3399808335185166,8.254296326354876,11.663818894949943,0,1,stalled,30,63,162.71039174618235
1,16,16,8,Lifeline Medicare Hospital,Vibgyor High School,3.772405423849153,3.5143485053914874,3.5926195312013305,3.6138546139078835,1,0,,26,26,340.04272014109165
1,17,17,0,Jawahar Nagar,Pandurang Wadi,4.561413550750585,4.2691041606272755,9.8944684307574,14.852977754103666,0,1,stalled,32,62,172.10265957949983
1,17,17,1,Vibgyor High School,St Xaviers High School,4.846405680505715,4.498602738877432,10.121805449187269,10.386091929128883,1,0,,41,41,202.30507872288013
1,17,17,2,Unnat Nagar,Nirlon Knowledge Park,6.921502154477021,6.455197135612261,7.564097853552394,7.0336891341036,1,0,,41,41,321.90994445651563
1,17,17,3,Goregaon East,Unnat Nagar,4.669579030134171,4.332778370384769,10.54092867419439,10.540928674194392,1,0,,12,12,294.22928420233126
1,17,17,4,Pandurang Wadi,Motilal Nagar,5.5186192352046755,5.13612254068152,10.011638476867438,10.011638476867438,1,0,,32,32,269.399225480817
1,17,17,5,Royal Palms Estate,St Johns High School,12.837715154669844,11.90880261971093,29.22376144639272,29.22376144639272,1,0,,32,32,146.73027908955368
1,17,17,6,Nesco IT Park,Bangur Nagar,7.3461132187126434,6.859770098382777,12.689328334201075,13.2477909275991,1,0,,44,44,242.35410338077878
1,17,17,7,St Johns High School,Goregaon East,3.5925891687953757,3.3399808335185166,8.254296326354876,11.215008432430274,0,1,stalled,30,56,187.44888274756997
1,17,17,8,Lifeline Medicare Hospital,Vibgyor High School,3.772405423849153,3.5143485053914874,3.5926195312013305,3.715792884331147,1,0,,21,21,336.4244924739769
1,18,18,0,Jawahar Nagar,Pandurang Wadi,4.561413550750585,4.2691041606272755,9.8944684307574,15.879625641306792,0,1,stalled,32,66,164.38888645459818
1,18,18,1,Vibgyor High School,St Xaviers High School,4.846405680505715,4.498602738877432,10.121805449187269,7.098543806571799,1,0,,37,37,285.76579226925077
1,18,18,2,Unnat Nagar,Nirlon Knowledge Park,6.921502154477021,6.455197135612261,7.564097853552394,7.034317875084199,1,0,,41,41,322.13379403291844
1,18,18,3,Goregaon East,Unnat Nagar,4.669579030134171,4.332778370384769,10.54092867419439,10.540928674194392,1,0,,12,12,294.22928420233126
1,18,18,4,Pandurang Wadi,Motilal Nagar,5.5186192352046755,5.13612254068152,10.011638476867438,10.363184468545604,1,0,,29,29,272.55613757160995
1,18,18,5,Royal Palms Estate,St Johns High School,12.837715154669844,11.90880261971093,29.22376144639272,29.22376144639272,1,0,,32,32,146.73027908955368
1,18,18,6,Nesco IT Park,Bangur Nagar,7.3461132187126434,6.859770098382777,12.689328334201075,13.076430349718455,1,0,,46,46,233.34042875944598
1,18,18,7,St Johns High School,Goregaon East,3.5925891687953757,3.3399808335185166,8.254296326354876,10.667270175690788,0,1,cycle,29,54,184.72458131295681
1,18,18,8,Lifeline Medicare Hospital,Vibgyor High School,3.772405423849153,3.5143485053914874,3.5926195312013305,3.5926195312013305,1,0,,20,20,336.79171875317246
1,19,19,0,Jawahar Nagar,Pandurang Wadi,4.561413550750585,4.2691041606272755,9.8944684307574,16.943464188562302,0,1,stalled,32,70,150.26145418714785
1,19,19,1,Vibgyor High School,St Xaviers High School,4.846405680505715,4.498602738877432,10.121805449187269,11.678014585278644,0,1,cycle,8,47,138.1665578450304
1,19,19,2,Unnat Nagar,Nirlon Knowledge Park,6.921502154477021,6.455197135612261,7.564097853552394,7.0336891341036,1,0,,41,41,321.90994445651563
1,19,19,3,Goregaon East,Unnat Nagar,4.669579030134171,4.332778370384769,10.54092867419439,10.540928674194392,1,0,,12,12,294.22928420233126
1,19,19,4,Pandurang Wadi,Motilal Nagar,5.5186192352046755,5.13612254068152,10.011638476867438,10.011638476867438,1,0,,32,32,269.399225480817
1,19,19,5,Royal Palms Estate,St Johns High School,12.837715154669844,11.90880261971093,29.22376144639272,29.22376144639272,1,0,,32,32,146.73027908955368
1,19,19,6,Nesco IT Park,Bangur Nagar,7.3461132187126434,6.859770098382777,12.689328334201075,12.882879341959768,1,0,,43,43,240.73479141355864
1,19,19,7,St Johns High School,Goregaon East,3.5925891687953757,3.3399808335185166,8.254296326354876,11.736752155673758,0,1,stalled,30,60,188.5895756673684
1,19,19,8,Lifeline Medicare Hospital,Vibgyor High School,3.772405423849153,3.5143485053914874,3.5926195312013305,3.5926195312013305,1,0,,20,20,336.79171875317246
1,20,20,0,Jawahar Nagar,Pandurang Wadi,4.561413550750585,4.2691041606272755,9.8944684307574,14.852977754103666,0,1,stalled,32,62,172.10265957949983
1,20,20,1,Vibgyor High School,St Xaviers High School,4.846405680505715,4.498602738877432,10.121805449187269,8.816016034405282,1,0,,39,39,244.9521507241799
1,20,20,2,Unnat Nagar,Nirlon Knowledge Park,6.921502154477021,6.455197135612261,7.564097853552394,7.0336891341036,1,0,,41,41,321.90994445651563
1,20,20,3,Goregaon East,Unnat Nagar,4.669579030134171,4.332778370384769,10.54092867419439,10.540928674194392,1,0,,12,12,294.22928420233126
